0.00,0.00,100.00,0.00,9
0.00,0.00,100.00,4.92,9
0.00,0.00,100.00,3.56,9
2227.32,0.00,100.00,2.20,8
2196.56,0.00,100.00,0.84,8
2193.99,0.00,100.00,5.77,8
2197.59,0.00,100.00,4.41,7
2404.30,0.00,100.00,3.05,7
0.00,0.00,100.00,1.69,7
0.00,0.00,100.00,0.33,6
0.00,0.00,100.00,5.25,6
0.00,0.00,100.00,3.89,6
619.76,0.00,100.00,2.53,5
0.00,0.00,100.00,1.17,5
0.00,0.00,100.00,6.10,5
0.00,0.00,100.00,4.74,4
0.00,0.00,100.00,3.38,4
0.00,0.00,100.00,2.02,4
0.00,0.00,100.00,0.66,3
1856.19,0.00,100.00,5.58,3
0.00,0.00,100.00,4.22,3
0.00,0.00,100.00,2.86,2
0.00,0.00,100.00,1.50,2
0.00,0.00,100.00,0.14,2
0.00,0.00,200.00,0.00,9
0.00,0.00,200.00,4.92,9
0.00,0.00,200.00,3.56,9
2198.63,0.00,200.00,2.20,8
2170.96,0.00,200.00,0.84,8
2172.85,0.00,200.00,5.77,8
2186.60,0.00,200.00,4.41,7
2460.82,0.00,200.00,3.05,7
0.00,0.00,200.00,1.69,7
0.00,0.00,200.00,0.33,6
3597.25,0.00,200.00,5.25,6
1191.92,0.00,200.00,3.89,6
1190.21,0.00,200.00,2.53,5
0.00,0.00,200.00,1.17,5
0.00,0.00,200.00,6.10,5
0.00,0.00,200.00,4.74,4
0.00,0.00,200.00,3.38,4
0.00,0.00,200.00,2.02,4
0.00,0.00,200.00,0.66,3
0.00,0.00,200.00,5.58,3
1775.43,0.00,200.00,4.22,3
0.00,0.00,200.00,2.86,2
0.00,0.00,200.00,1.50,2
0.00,0.00,200.00,0.14,2
0.00,0.00,300.00,0.00,9
891.75,0.00,300.00,4.92,9
0.00,0.00,300.00,3.56,9
77.66,0.00,300.00,2.20,8
0.00,0.00,300.00,0.84,8
2159.11,0.00,300.00,5.77,8
0.00,0.00,300.00,4.41,7
2512.54,0.00,300.00,3.05,7
2538.32,0.00,300.00,1.69,7
2572.85,0.00,300.00,0.33,6
3786.25,0.00,300.00,5.25,6
3786.08,0.00,300.00,3.89,6
0.00,0.00,300.00,2.53,5
0.00,0.00,300.00,1.17,5
0.00,0.00,300.00,6.10,5
0.00,0.00,300.00,4.74,4
0.00,0.00,300.00,3.38,4
0.00,0.00,300.00,2.02,4
1712.03,0.00,300.00,0.66,3
0.00,0.00,300.00,5.58,3
0.00,0.00,300.00,4.22,3
0.00,0.00,300.00,2.86,2
0.00,0.00,300.00,1.50,2
878.18,0.00,300.00,0.14,2
672.34,0.00,400.00,0.00,9
1430.76,0.00,400.00,4.92,9
1411.86,0.00,400.00,3.56,9
2214.09,0.00,400.00,2.20,8
2128.52,0.00,400.00,0.84,8
2603.61,0.00,400.00,5.77,8
2134.36,0.00,400.00,4.41,7
2623.37,0.00,400.00,3.05,7
2588.49,0.00,400.00,1.69,7
2614.09,0.00,400.00,0.33,6
4012.54,0.00,400.00,5.25,6
3961.00,0.00,400.00,3.89,6
0.00,0.00,400.00,2.53,5
0.00,0.00,400.00,1.17,5
0.00,0.00,400.00,6.10,5
0.00,0.00,400.00,4.74,4
0.00,0.00,400.00,3.38,4
0.00,0.00,400.00,2.02,4
0.00,0.00,400.00,0.66,3
0.00,0.00,400.00,5.58,3
1582.99,0.00,400.00,4.22,3
0.00,0.00,400.00,2.86,2
0.00,0.00,400.00,1.50,2
701.20,0.00,400.00,0.14,2
2556.19,0.00,400.00,1.57,9
2553.09,0.00,400.00,0.21,9
0.00,0.00,400.00,5.13,9
3978.01,0.00,400.00,3.77,8
3956.87,0.00,400.00,2.41,8
0.00,0.00,400.00,1.06,8
0.00,0.00,400.00,5.98,7
0.00,0.00,400.00,4.62,7
0.00,0.00,400.00,3.26,7
0.00,0.00,400.00,1.90,6
0.00,0.00,400.00,0.54,6
0.00,0.00,400.00,5.46,6
0.00,0.00,400.00,4.10,5
0.00,0.00,400.00,2.74,5
0.00,0.00,400.00,1.38,5
0.00,0.00,400.00,0.02,4
704.47,0.00,400.00,4.95,4
708.08,0.00,400.00,3.59,4
721.99,0.00,400.00,2.23,3
1427.66,0.00,400.00,0.87,3
2098.28,0.00,400.00,5.79,3
0.00,0.00,400.00,4.43,2
2105.67,0.00,400.00,3.07,2
2108.25,0.00,400.00,1.71,2
0.00,0.00,400.00,3.14,9
0.00,0.00,400.00,1.78,9
0.00,0.00,400.00,0.42,9
0.00,0.00,400.00,5.35,8
0.00,0.00,400.00,3.99,8
0.00,0.00,400.00,2.63,8
0.00,0.00,400.00,1.27,7
0.00,0.00,400.00,6.19,7
0.00,0.00,400.00,4.83,7
0.00,0.00,400.00,3.47,6
1109.62,0.00,400.00,2.11,6
1459.62,0.00,400.00,0.75,6
0.00,0.00,400.00,5.67,5
0.00,0.00,400.00,4.31,5
0.00,0.00,400.00,2.95,5
2252.92,0.00,400.00,1.59,4
2595.36,0.00,400.00,0.23,4
2558.08,0.00,400.00,5.16,4
2564.09,0.00,400.00,3.80,3
0.00,0.00,400.00,2.44,3
3918.21,0.00,400.00,1.08,3
0.00,0.00,400.00,6.00,2
0.00,0.00,400.00,4.64,2
0.00,0.00,400.00,3.28,2
1605.15,0.00,300.00,3.14,9
0.00,0.00,300.00,1.78,9
0.00,0.00,300.00,0.42,9
1218.04,0.00,300.00,5.35,8
0.00,0.00,300.00,3.99,8
0.00,0.00,300.00,2.63,8
0.00,0.00,300.00,1.27,7
0.00,0.00,300.00,6.19,7
892.27,0.00,300.00,4.83,7
843.99,0.00,300.00,3.47,6
871.99,0.00,300.00,2.11,6
0.00,0.00,300.00,0.75,6
0.00,0.00,300.00,5.67,5
0.00,0.00,300.00,4.31,5
0.00,0.00,300.00,2.95,5
2239.52,0.00,300.00,1.59,4
2616.84,0.00,300.00,0.23,4
2606.01,0.00,300.00,5.16,4
2606.19,0.00,300.00,3.80,3
0.00,0.00,300.00,2.44,3
0.00,0.00,300.00,1.08,3
0.00,0.00,300.00,6.00,2
0.00,0.00,300.00,4.64,2
0.00,0.00,300.00,3.28,2
0.00,0.00,300.00,4.71,9
787.97,0.00,300.00,3.35,9
786.43,0.00,300.00,1.99,9
793.64,0.00,300.00,0.63,8
1591.92,0.00,300.00,5.56,8
2387.80,0.00,300.00,4.20,8
2409.28,0.00,300.00,2.84,7
2270.62,0.00,300.00,1.48,7
2272.16,0.00,300.00,0.12,7
2637.63,0.00,300.00,5.04,6
2635.40,0.00,300.00,3.68,6
2655.50,0.00,300.00,2.32,6
0.00,0.00,300.00,0.96,5
0.00,0.00,300.00,5.88,5
0.00,0.00,300.00,4.52,5
0.00,0.00,300.00,3.16,4
0.00,0.00,300.00,1.80,4
0.00,0.00,300.00,0.44,4
0.00,0.00,300.00,5.37,3
0.00,0.00,300.00,4.01,3
